+-------------------+-------------+-----------------------------------+----------------------------------+--------------------------------------------+
| source_table      | column_1    | column_2                          | column_3                         | column_4                                   |
| Table: t_txn_data | txn_id: 203 | usr_ref: 1                        | tx_dt: 2023-06-10 15:30:45       | amt_val: 249.99                            |
| Table: t_txn_data | txn_id: 204 | usr_ref: 2                        | tx_dt: 2023-06-11 10:15:22       | amt_val: 75.50                             |
| Table: t_txn_data | txn_id: 205 | usr_ref: 3                        | tx_dt: 2023-06-12 14:20:37       | amt_val: 125.00                            |
| Table: t_txn_data | txn_id: 206 | usr_ref: 4                        | tx_dt: 2023-06-13 09:45:18       | amt_val: 32.99                             |
| Table: t_txn_data | txn_id: 207 | usr_ref: 2                        | tx_dt: 2023-06-14 16:50:09       | amt_val: 499.95                            |
| Table: t_txn_data | txn_id: 208 | usr_ref: 5                        | tx_dt: 2023-06-15 12:30:27       | amt_val: 19.99                             |
| Table: t_txn_data | txn_id: 209 | usr_ref: 6                        | tx_dt: 2023-06-16 08:45:53       | amt_val: 89.50                             |
| Table: t_txn_data | txn_id: 210 | usr_ref: 7                        | tx_dt: 2023-06-17 18:20:10       | amt_val: 150.25                            |
| Table: t_txn_data | txn_id: 211 | usr_ref: 8                        | tx_dt: 2023-06-18 11:05:34       | amt_val: 529.99                            |
| Table: t_txn_data | txn_id: 212 | usr_ref: 9                        | tx_dt: 2023-06-19 14:40:15       | amt_val: 65.75                             |
| Table: t_txn_data | txn_id: 213 | usr_ref: 10                       | tx_dt: 2023-06-20 09:15:42       | amt_val: 399.00                            |
| Table: t_txn_data | txn_id: 214 | usr_ref: 11                       | tx_dt: 2023-06-21 17:30:08       | amt_val: 22.50                             |
| Table: t_txn_data | txn_id: 215 | usr_ref: 12                       | tx_dt: 2023-06-22 13:25:59       | amt_val: 178.50                            |
| Table: t_txn_data | txn_id: 216 | usr_ref: 13                       | tx_dt: 2023-06-23 10:50:27       | amt_val: 43.25                             |
| Table: t_txn_data | txn_id: 217 | usr_ref: 14                       | tx_dt: 2023-06-24 15:10:33       | amt_val: 159.99                            |
| Table: t_txn_data | txn_id: 218 | usr_ref: 15                       | tx_dt: 2023-06-25 08:35:12       | amt_val: 12.99                             |
| Table: t_txn_data | txn_id: 219 | usr_ref: 16                       | tx_dt: 2023-06-26 19:45:51       | amt_val: 349.50                            |
| Table: t_txn_data | txn_id: 220 | usr_ref: 17                       | tx_dt: 2023-06-27 12:20:03       | amt_val: 87.75                             |
| Table: t_txn_data | txn_id: 221 | usr_ref: 18                       | tx_dt: 2023-06-28 16:55:37       | amt_val: 229.99                            |
| Table: t_txn_data | txn_id: 222 | usr_ref: 19                       | tx_dt: 2023-06-29 09:30:22       | amt_val: 55.50                             |
| Table: t_txn_data | txn_id: 223 | usr_ref: 20                       | tx_dt: 2023-06-30 14:15:48       | amt_val: 129.99                            |
| Table: t_txn_data | txn_id: 224 | usr_ref: 21                       | tx_dt: 2023-07-01 11:40:29       | amt_val: 32.50                             |
| Table: t_txn_data | txn_id: 225 | usr_ref: 22                       | tx_dt: 2023-07-02 18:05:13       | amt_val: 199.75                            |
| Table: t_txn_data | txn_id: 226 | usr_ref: 23                       | tx_dt: 2023-07-03 10:25:57       | amt_val: 17.99                             |
| Table: t_txn_data | txn_id: 227 | usr_ref: 24                       | tx_dt: 2023-07-04 15:50:32       | amt_val: 89.50                             |
| Table: t_txn_data | txn_id: 228 | usr_ref: 25                       | tx_dt: 2023-07-05 09:10:47       | amt_val: 45.25                             |
| Table: t_txn_data | txn_id: 229 | usr_ref: 26                       | tx_dt: 2023-07-06 13:35:21       | amt_val: 299.99                            |
| Table: t_txn_data | txn_id: 230 | usr_ref: 27                       | tx_dt: 2023-07-07 17:20:08       | amt_val: 21.50                             |
| Table: t_txn_data | txn_id: 231 | usr_ref: 28                       | tx_dt: 2023-07-08 11:45:39       | amt_val: 149.50                            |
| Table: t_txn_data | txn_id: 232 | usr_ref: 29                       | tx_dt: 2023-07-09 16:30:15       | amt_val: 59.99                             |
| Table: t_txn_data | txn_id: 233 | usr_ref: 30                       | tx_dt: 2023-07-10 08:55:52       | amt_val: 75.25                             |
| Table: t_txn_data | txn_id: 234 | usr_ref: 31                       | tx_dt: 2023-07-11 14:40:27       | amt_val: 399.00                            |
| Table: t_txn_data | txn_id: 235 | usr_ref: 32                       | tx_dt: 2023-07-12 10:15:43       | amt_val: 27.99                             |
| Table: t_txn_data | txn_id: 236 | usr_ref: 33                       | tx_dt: 2023-07-13 17:50:19       | amt_val: 159.50                            |
| Table: t_txn_data | txn_id: 237 | usr_ref: 34                       | tx_dt: 2023-07-14 12:25:36       | amt_val: 49.95                             |
| Table: t_txn_data | txn_id: 238 | usr_ref: 35                       | tx_dt: 2023-07-15 09:55:08       | amt_val: 189.00                            |
| Table: t_txn_data | txn_id: 239 | usr_ref: 36                       | tx_dt: 2023-07-16 15:30:51       | amt_val: 32.50                             |
| Table: t_txn_data | txn_id: 240 | usr_ref: 37                       | tx_dt: 2023-07-17 08:05:17       | amt_val: 249.99                            |
| Table: t_txn_data | txn_id: 241 | usr_ref: 38                       | tx_dt: 2023-07-18 13:40:34       | amt_val: 19.95                             |
| Table: t_txn_data | txn_id: 242 | usr_ref: 39                       | tx_dt: 2023-07-19 17:15:09       | amt_val: 129.50                            |
| Table: t_txn_data | txn_id: 243 | usr_ref: 40                       | tx_dt: 2023-07-20 11:50:27       | amt_val: 59.99                             |
| Table: t_txn_data | txn_id: 244 | usr_ref: 41                       | tx_dt: 2023-07-21 16:25:42       | amt_val: 42.25                             |
| Table: t_txn_data | txn_id: 245 | usr_ref: 42                       | tx_dt: 2023-07-22 10:00:13       | amt_val: 299.95                            |
| Table: t_txn_data | txn_id: 246 | usr_ref: 43                       | tx_dt: 2023-07-23 14:35:47       | amt_val: 15.99                             |
| Table: t_txn_data | txn_id: 247 | usr_ref: 44                       | tx_dt: 2023-07-24 18:10:29       | amt_val: 89.99                             |
| Table: t_txn_data | txn_id: 248 | usr_ref: 45                       | tx_dt: 2023-07-25 09:45:35       | amt_val: 179.50                            |
| Table: t_txn_data | txn_id: 249 | usr_ref: 46                       | tx_dt: 2023-07-26 13:20:11       | amt_val: 25.75                             |
| Table: t_txn_data | txn_id: 250 | usr_ref: 47                       | tx_dt: 2023-07-27 17:55:53       | amt_val: 229.99                            |
| Table: t_txn_data | txn_id: 251 | usr_ref: 48                       | tx_dt: 2023-07-28 11:30:28       | amt_val: 49.50                             |
| Table: t_txn_data | txn_id: 252 | usr_ref: 49                       | tx_dt: 2023-07-29 15:05:14       | amt_val: 65.25                             |
| Table: t_txn_data | txn_id: 253 | usr_ref: 50                       | tx_dt: 2023-07-30 08:40:39       | amt_val: 349.00                            |
| Table: t_txn_data | txn_id: 254 | usr_ref: 51                       | tx_dt: 2023-07-31 14:15:22       | amt_val: 29.99                             |
| Table: t_txn_data | txn_id: 255 | usr_ref: 52                       | tx_dt: 2023-08-01 10:50:47       | amt_val: 169.50                            |
| Table: t_txn_data | txn_id: 256 | usr_ref: 53                       | tx_dt: 2023-08-02 16:25:31       | amt_val: 39.95                             |
| Table: t_txn_data | txn_id: 257 | usr_ref: 54                       | tx_dt: 2023-08-03 09:00:13       | amt_val: 279.99                            |
| Table: t_txn_data | txn_id: 258 | usr_ref: 55                       | tx_dt: 2023-08-04 13:35:42       | amt_val: 18.50                             |
| Table: t_txn_data | txn_id: 259 | usr_ref: 56                       | tx_dt: 2023-08-05 18:10:19       | amt_val: 119.75                            |
| Table: t_txn_data | txn_id: 260 | usr_ref: 57                       | tx_dt: 2023-08-06 11:45:51       | amt_val: 59.95                             |
| Table: t_txn_data | txn_id: 261 | usr_ref: 58                       | tx_dt: 2023-08-07 15:20:27       | amt_val: 399.00                            |
| Table: t_txn_data | txn_id: 262 | usr_ref: 59                       | tx_dt: 2023-08-08 09:55:38       | amt_val: 27.25                             |
| Table: t_txn_data | txn_id: 263 | usr_ref: 60                       | tx_dt: 2023-08-09 14:30:09       | amt_val: 149.99                            |
| Table: t_txn_data | txn_id: 264 | usr_ref: 61                       | tx_dt: 2023-08-10 17:05:23       | amt_val: 45.50                             |
| Table: t_txn_data | txn_id: 265 | usr_ref: 62                       | tx_dt: 2023-08-11 11:40:57       | amt_val: 249.95                            |
| Table: t_txn_data | txn_id: 266 | usr_ref: 63                       | tx_dt: 2023-08-12 16:15:31       | amt_val: 33.75                             |
| Table: t_txn_data | txn_id: 267 | usr_ref: 64                       | tx_dt: 2023-08-13 10:50:18       | amt_val: 75.99                             |
| Table: t_txn_data | txn_id: 268 | usr_ref: 65                       | tx_dt: 2023-08-14 15:25:43       | amt_val: 279.50                            |
| Table: t_txn_data | txn_id: 269 | usr_ref: 66                       | tx_dt: 2023-08-15 09:00:29       | amt_val: 22.95                             |
| Table: t_txn_data | txn_id: 270 | usr_ref: 67                       | tx_dt: 2023-08-16 13:35:56       | amt_val: 199.99                            |
| Table: t_txn_data | txn_id: 271 | usr_ref: 68                       | tx_dt: 2023-08-17 17:10:34       | amt_val: 49.50                             |
| Table: t_txn_data | txn_id: 272 | usr_ref: 69                       | tx_dt: 2023-08-18 11:45:09       | amt_val: 37.25                             |
| Table: t_txn_data | txn_id: 273 | usr_ref: 70                       | tx_dt: 2023-08-19 15:20:43       | amt_val: 329.99                            |
| Table: t_txn_data | txn_id: 274 | usr_ref: 71                       | tx_dt: 2023-08-20 08:55:21       | amt_val: 18.99                             |
| Table: t_txn_data | txn_id: 275 | usr_ref: 72                       | tx_dt: 2023-08-21 14:30:46       | amt_val: 189.50                            |
| Table: t_txn_data | txn_id: 276 | usr_ref: 73                       | tx_dt: 2023-08-22 18:05:19       | amt_val: 52.75                             |
| Table: t_txn_data | txn_id: 277 | usr_ref: 74                       | tx_dt: 2023-08-23 12:40:51       | amt_val: 299.99                            |
| Table: t_usr_data | usr_id: 1   | data_1: jsmith84@example.com      | data_3: 617-555-0192             | uni_code: 078-05-1120                      |
| Table: t_usr_data | usr_id: 2   | data_1: agarcia@mail.net          | data_3: 212-555-7634             | uni_code: 142-54-8765                      |
| Table: t_usr_data | usr_id: 3   | data_1: rjohnson@gmail.com        | data_3: 312-555-9876             | uni_code: 354-87-2314                      |
| Table: t_usr_data | usr_id: 4   | data_1: swang@inbox.com           | data_3: 415-555-3421             | uni_code: 545-76-8903                      |
| Table: t_usr_data | usr_id: 5   | data_1: mpatel@hotlink.com        | data_3: 512-555-6723             | uni_code: 231-45-9087                      |
| Table: t_usr_data | usr_id: 6   | data_1: lwilliams@webmail.org     | data_3: 206-555-1098             | uni_code: 654-32-1098                      |
| Table: t_usr_data | usr_id: 7   | data_1: jchen@fastmail.com        | data_3: 323-555-8976             | uni_code: 765-43-2109                      |
| Table: t_usr_data | usr_id: 8   | data_1: mbrown@hotmail.com        | data_3: 303-555-4321             | uni_code: 432-65-9871                      |
| Table: t_usr_data | usr_id: 9   | data_1: jdavis@ymail.com          | data_3: 404-555-7890             | uni_code: 123-45-6789                      |
| Table: t_usr_data | usr_id: 10  | data_1: eramirez@gmail.com        | data_3: 305-555-2345             | uni_code: 876-54-3210                      |
| Table: t_usr_data | usr_id: 11  | data_1: tkim@webnet.org           | data_3: 503-555-8765             | uni_code: 234-56-7890                      |
| Table: t_usr_data | usr_id: 12  | data_1: ashah@mail.com            | data_3: 215-555-9812             | uni_code: 345-67-8901                      |
| Table: t_usr_data | usr_id: 13  | data_1: mthompson@inbox.net       | data_3: 702-555-3456             | uni_code: 456-78-9012                      |
| Table: t_usr_data | usr_id: 14  | data_1: hjones@mailbox.org        | data_3: 504-555-6543             | uni_code: 567-89-0123                      |
| Table: t_usr_data | usr_id: 15  | data_1: nlee@netmail.com          | data_3: 602-555-8901             | uni_code: 678-90-1234                      |
| Table: t_usr_data | usr_id: 16  | data_1: gwilson@fastnet.com       | data_3: 713-555-2345             | uni_code: 789-01-2345                      |
| Table: t_usr_data | usr_id: 17  | data_1: smartinez@webmail.net     | data_3: 619-555-7654             | uni_code: 890-12-3456                      |
| Table: t_usr_data | usr_id: 18  | data_1: anguyen@quickmail.org     | data_3: 612-555-4321             | uni_code: 901-23-4567                      |
| Table: t_usr_data | usr_id: 19  | data_1: dsmith@mailnet.com        | data_3: 313-555-8765             | uni_code: 012-34-5678                      |
| Table: t_usr_data | usr_id: 20  | data_1: jwang@infonet.org         | data_3: 704-555-5432             | uni_code: 123-45-6780                      |
| Table: t_usr_data | usr_id: 21  | data_1: rbrown@netcom.net         | data_3: 216-555-6789             | uni_code: 234-56-7891                      |
| Table: t_usr_data | usr_id: 22  | data_1: mgarcia@speedmail.com     | data_3: 314-555-9012             | uni_code: 345-67-8902                      |
| Table: t_usr_data | usr_id: 23  | data_1: lzhang@fastcomm.org       | data_3: 412-555-3456             | uni_code: 456-78-9013                      |
| Table: t_usr_data | usr_id: 24  | data_1: cjohnson@webexpress.net   | data_3: 317-555-7890             | uni_code: 567-89-0124                      |
| Table: t_usr_data | usr_id: 25  | data_1: akumar@mailbox.com        | data_3: 614-555-2345             | uni_code: 678-90-1235                      |
| Table: t_usr_data | usr_id: 26  | data_1: mwhite@netaccess.org      | data_3: 615-555-6789             | uni_code: 789-01-2346                      |
| Table: t_usr_data | usr_id: 27  | data_1: djackson@speednet.com     | data_3: 816-555-0123             | uni_code: 890-12-3457                      |
| Table: t_usr_data | usr_id: 28  | data_1: vroberts@mailservice.net  | data_3: 402-555-4567             | uni_code: 901-23-4568                      |
| Table: t_usr_data | usr_id: 29  | data_1: htran@netmail.org         | data_3: 505-555-8901             | uni_code: 012-34-5679                      |
| Table: t_usr_data | usr_id: 30  | data_1: pjones@quicknet.com       | data_3: 916-555-3456             | uni_code: 123-45-6781                      |
| Table: t_usr_data | usr_id: 31  | data_1: ychen@webnet.net          | data_3: 801-555-7890             | uni_code: 234-56-7892                      |
| Table: t_usr_data | usr_id: 32  | data_1: danderson@mailcom.org     | data_3: 414-555-2345             | uni_code: 345-67-8903                      |
| Table: t_usr_data | usr_id: 33  | data_1: glopez@speedmail.net      | data_3: 520-555-6789             | uni_code: 456-78-9014                      |
| Table: t_usr_data | usr_id: 34  | data_1: kpatel@netaccess.com      | data_3: 919-555-0123             | uni_code: 567-89-0125                      |
| Table: t_usr_data | usr_id: 35  | data_1: tmiller@fastcomm.org      | data_3: 510-555-4567             | uni_code: 678-90-1236                      |
| Table: t_usr_data | usr_id: 36  | data_1: jwilliams@webexpress.com  | data_3: 918-555-8901             | uni_code: 789-01-2347                      |
| Table: t_usr_data | usr_id: 37  | data_1: zliu@mailnet.org          | data_3: 808-555-3456             | uni_code: 890-12-3458                      |
| Table: t_usr_data | usr_id: 38  | data_1: esanchez@speednet.net     | data_3: 915-555-7890             | uni_code: 901-23-4569                      |
| Table: t_usr_data | usr_id: 39  | data_1: twalker@netaccess.com     | data_3: 208-555-2345             | uni_code: 012-34-5680                      |
| Table: t_usr_data | usr_id: 40  | data_1: pnguyen@mailservice.org   | data_3: 813-555-6789             | uni_code: 123-45-6782                      |
| Table: t_usr_data | usr_id: 41  | data_1: bthomas@netmail.net       | data_3: 513-555-0123             | uni_code: 234-56-7893                      |
| Table: t_usr_data | usr_id: 42  | data_1: mgomez@webnet.com         | data_3: 716-555-4567             | uni_code: 345-67-8904                      |
| Table: t_usr_data | usr_id: 43  | data_1: jkim@fastnet.org          | data_3: 804-555-8901             | uni_code: 456-78-9015                      |
| Table: t_usr_data | usr_id: 44  | data_1: asmith@speedmail.net      | data_3: 502-555-3456             | uni_code: 567-89-0126                      |
| Table: t_usr_data | usr_id: 45  | data_1: rjackson@netcomm.com      | data_3: 205-555-7890             | uni_code: 678-90-1237                      |
| Table: t_usr_data | usr_id: 46  | data_1: clee@webmail.org          | data_3: 401-555-2345             | uni_code: 789-01-2348                      |
| Table: t_usr_data | usr_id: 47  | data_1: jsinger@mailbox.net       | data_3: 302-555-6789             | uni_code: 890-12-3459                      |
| Table: t_usr_data | usr_id: 48  | data_1: vshah@netaccess.org       | data_3: 860-555-0123             | uni_code: 901-23-4570                      |
| Table: t_usr_data | usr_id: 49  | data_1: drogers@fastcomm.com      | data_3: 515-555-4567             | uni_code: 012-34-5681                      |
| Table: t_usr_data | usr_id: 50  | data_1: morellana@mailnet.org     | data_3: 601-555-8901             | uni_code: 123-45-6783                      |
| Table: t_usr_data | usr_id: 51  | data_1: jpark@webexpress.net      | data_3: 304-555-3456             | uni_code: 234-56-7894                      |
| Table: t_usr_data | usr_id: 52  | data_1: lbrown@speednet.org       | data_3: 603-555-7890             | uni_code: 345-67-8905                      |
| Table: t_usr_data | usr_id: 53  | data_1: rahmed@netmail.com        | data_3: 803-555-2345             | uni_code: 456-78-9016                      |
| Table: t_usr_data | usr_id: 54  | data_1: tgonzalez@mailservice.net | data_3: 701-555-6789             | uni_code: 567-89-0127                      |
| Table: t_usr_data | usr_id: 55  | data_1: schung@fastnet.org        | data_3: 207-555-0123             | uni_code: 678-90-1238                      |
| Table: t_usr_data | usr_id: 56  | data_1: awilson@webnet.com        | data_3: 406-555-4567             | uni_code: 789-01-2349                      |
| Table: t_usr_data | usr_id: 57  | data_1: hdiaz@netaccess.net       | data_3: 307-555-8901             | uni_code: 890-12-3460                      |
| Table: t_usr_data | usr_id: 58  | data_1: kgupta@mailbox.org        | data_3: 802-555-3456             | uni_code: 901-23-4571                      |
| Table: t_usr_data | usr_id: 59  | data_1: dwhite@speedmail.com      | data_3: 605-555-7890             | uni_code: 012-34-5682                      |
| Table: t_usr_data | usr_id: 60  | data_1: nrodriguez@netcomm.net    | data_3: 907-555-2345             | uni_code: 123-45-6784                      |
| Table: t_usr_data | usr_id: 61  | data_1: jyang@webmail.com         | data_3: 302-555-6789             | uni_code: 234-56-7895                      |
| Table: t_usr_data | usr_id: 62  | data_1: bmoorehead@mailnet.org    | data_3: 360-555-0123             | uni_code: 345-67-8906                      |
| Table: t_usr_data | usr_id: 63  | data_1: tjames@fastcomm.net       | data_3: 334-555-4567             | uni_code: 456-78-9017                      |
| Table: t_usr_data | usr_id: 64  | data_1: lchavez@netaccess.com     | data_3: 785-555-8901             | uni_code: 567-89-0128                      |
| Table: t_usr_data | usr_id: 65  | data_1: wli@webexpress.org        | data_3: 603-555-3456             | uni_code: 678-90-1239                      |
| Table: t_usr_data | usr_id: 66  | data_1: cscott@mailservice.net    | data_3: 402-555-7890             | uni_code: 789-01-2350                      |
| Table: t_usr_data | usr_id: 67  | data_1: fpatel@speednet.com       | data_3: 502-555-2345             | uni_code: 890-12-3461                      |
| Table: t_usr_data | usr_id: 68  | data_1: amiller@netmail.org       | data_3: 501-555-6789             | uni_code: 901-23-4572                      |
| Table: t_usr_data | usr_id: 69  | data_1: jhernandez@mailbox.com    | data_3: 775-555-0123             | uni_code: 012-34-5683                      |
| Table: t_usr_data | usr_id: 70  | data_1: ekwon@fastnet.net         | data_3: 860-555-4567             | uni_code: 123-45-6785                      |
| Table: t_usr_data | usr_id: 71  | data_1: bwilliams@webnet.org      | data_3: 207-555-8901             | uni_code: 234-56-7896                      |
| Table: t_usr_data | usr_id: 72  | data_1: rthomas@netaccess.com     | data_3: 609-555-3456             | uni_code: 345-67-8907                      |
| Table: t_usr_data | usr_id: 73  | data_1: anair@mailnet.net         | data_3: 801-555-7890             | uni_code: 456-78-9018                      |
| Table: t_usr_data | usr_id: 74  | data_1: cgonzalez@speedmail.org   | data_3: 518-555-2345             | uni_code: 567-89-0129                      |
| Table: t_usr_data | usr_id: 75  | data_1: dlee@netcomm.com          | data_3: 505-555-6789             | uni_code: 678-90-1240                      |
| Table: t_usr_data | usr_id: 76  | data_1: sjohnson@webexpress.net   | data_3: 608-555-0123             | uni_code: 789-01-2351                      |
| Table: t_usr_data | usr_id: 77  | data_1: okhan@mailservice.org     | data_3: 217-555-4567             | uni_code: 890-12-3462                      |
| Table: t_usr_data | usr_id: 78  | data_1: dperez@fastcomm.com       | data_3: 916-555-8901             | uni_code: 901-23-4573                      |
| Table: t_usr_data | usr_id: 79  | data_1: jzhang@netmail.net        | data_3: 602-555-3456             | uni_code: 012-34-5684                      |
| Table: t_usr_data | usr_id: 80  | data_1: csmith@webnet.com         | data_3: 614-555-7890             | uni_code: 123-45-6786                      |
+-------------------+-------------+-----------------------------------+----------------------------------+--------------------------------------------+
325 rows in set (0.02 sec)
